City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind,Weather Description
345,Grindavik,IS,63.8424,-22.4338,41.47,93,75,13.8,broken clouds
346,Dustlik,UZ,40.5247,68.0358,57.16,48,1,16.53,clear sky
347,Bridlington,GB,54.0831,-0.1919,56.01,91,100,14.0,overcast clouds
348,Sorong,ID,-0.8833,131.25,85.1,69,41,4.54,scattered clouds
349,Katsuura,JP,35.1333,140.3,64.56,49,0,8.86,clear sky
350,Tirumakudal Narsipur,IN,12.21,76.9064,81.18,67,48,1.1,scattered clouds
351,Balabac,PH,7.9868,117.0645,80.64,81,100,3.06,light rain
352,Baruun-Urt,MN,46.6806,113.2792,59.83,15,32,11.21,scattered clouds
353,Okha,RU,53.5739,142.9478,41.88,69,93,14.0,overcast clouds
354,Sfantu Gheorghe,RO,45.8667,25.7833,45.93,82,30,7.07,scattered clouds
355,Sale,MA,34.0389,-6.8166,69.64,100,75,0.0,broken clouds
356,Kieta,PG,-6.2167,155.6333,83.98,70,47,3.87,scattered clouds
357,Colares,PT,38.7992,-9.4469,66.33,98,73,21.0,broken clouds
358,Kangaatsiaq,GL,68.3065,-53.4641,29.97,52,100,1.28,overcast clouds
359,Zelenogorskiy,RU,55.0333,87.0,41.99,70,100,9.4,overcast clouds
360,Porto Novo,BJ,6.4965,2.6036,75.09,93,35,4.0,scattered clouds
361,Maine-Soroa,NE,13.2114,12.0241,78.51,26,25,8.61,scattered clouds
362,Jawhar,SO,2.7809,45.5005,85.03,52,12,10.94,few clouds
363,Burlington,US,39.8835,-74.6413,46.71,79,0,5.75,clear sky
364,Skogn,NO,63.7,11.2,40.39,85,100,6.67,overcast clouds
365,Stephenville,US,32.2207,-98.2023,57.2,52,0,4.61,clear sky
366,Llanes,ES,43.4198,-4.7549,61.9,71,10,8.63,clear sky
367,Deputatskiy,RU,69.3,139.9,-4.92,88,10,6.29,clear sky
368,Canico,PT,32.6333,-16.85,75.0,91,40,20.71,heavy intensity rain
369,Khash,IR,28.2211,61.2158,72.14,19,20,0.31,few clouds
370,Mweka,CD,-4.85,21.5667,68.65,97,100,2.37,overcast clouds
371,Zhigansk,RU,66.7697,123.3711,13.89,89,95,1.66,overcast clouds
372,Vilhena,BR,-12.7406,-60.1458,68.07,94,95,3.91,overcast clouds
373,Zhuravky,UA,45.1294,35.2183,55.67,66,72,17.78,broken clouds
374,Cubara,CO,7.0008,-72.1085,69.75,96,81,3.27,broken clouds
375,Teya,RU,60.3778,92.6267,36.72,84,100,7.94,overcast clouds
376,Coihaique,CL,-45.5752,-72.0662,49.95,71,100,13.8,light rain
377,Natchez,US,31.5604,-91.4032,36.84,87,0,3.44,clear sky
378,Fort Nelson,CA,58.8053,-122.7002,57.51,29,99,12.35,overcast clouds
379,Kahului,US,20.8947,-156.47,80.62,71,20,3.44,few clouds
380,Gallup,US,35.5281,-108.7426,39.04,87,0,0.0,clear sky
381,Konya,TR,38.1667,32.5,53.08,74,57,7.05,broken clouds
382,Brookhaven,US,31.5791,-90.4407,36.81,47,0,2.57,clear sky
383,Porto Belo,BR,-27.1578,-48.5531,68.16,95,100,2.59,light rain
384,Bijawar,IN,24.6333,79.5,81.9,41,4,5.88,clear sky
385,Tiarei,PF,-17.5333,-149.3333,78.82,77,3,11.86,clear sky
386,Buala,SB,-8.145,159.5921,84.13,74,68,7.78,light rain
387,Safford,US,32.834,-109.7076,66.11,58,0,5.75,clear sky
388,Kalengwa,ZM,-13.4659,25.0027,78.46,31,8,10.0,clear sky
389,Kachug,RU,53.9606,105.8817,39.06,58,97,5.82,overcast clouds
390,Diamantina,BR,-18.2494,-43.6003,60.04,87,83,5.59,broken clouds
391,Ambilobe,MG,-13.2,49.05,86.31,32,0,6.38,clear sky
392,Kununurra,AU,-15.7667,128.7333,103.24,20,95,8.39,overcast clouds
393,Cayenne,GF,4.9333,-52.3333,75.24,94,75,0.0,broken clouds
394,Gainesville,US,29.6516,-82.3248,45.09,87,0,0.0,clear sky
395,Chesma,RU,53.8111,60.6533,38.23,95,100,3.62,overcast clouds
396,Shubarkuduk,KZ,49.1447,56.4872,57.0,46,91,15.57,overcast clouds
397,Yangambi,CD,0.8102,24.4336,71.89,94,100,0.69,overcast clouds
398,Bull Savanna,JM,17.8868,-77.5902,75.6,85,10,5.61,clear sky
399,Karaton,ID,-6.3424,106.1045,84.29,70,99,1.88,light rain
400,Eyl,SO,7.9803,49.8164,84.04,61,53,14.09,broken clouds
401,Bengkulu,ID,-3.8004,102.2655,81.99,72,91,9.71,overcast clouds
402,Vostok,RU,46.4856,135.8833,45.28,59,1,11.21,clear sky
403,Yarada,IN,17.65,83.2667,84.88,68,7,12.33,clear sky
404,Isla Mujeres,MX,21.2311,-86.731,73.45,78,100,13.82,light rain
405,Maun,BW,-19.9833,23.4167,77.27,32,83,13.35,broken clouds
406,Puebloviejo,CO,10.9938,-74.2844,83.03,89,100,4.34,light rain
407,Chicama,PE,-7.8447,-79.1469,57.74,81,93,4.54,overcast clouds
408,Letpadan,MM,17.7833,95.75,86.05,67,4,6.85,clear sky
409,Northam,GB,51.0333,-4.2167,55.62,93,100,7.02,overcast clouds
410,Cururupu,BR,-1.8283,-44.8683,77.76,82,60,5.59,broken clouds
411,Goderich,CA,43.7501,-81.7165,43.92,70,100,19.57,overcast clouds
412,La Celia,CO,5.0433,-76.0167,57.74,99,100,0.96,overcast clouds
413,Havelock,US,34.8791,-76.9013,47.95,90,0,0.0,clear sky
414,Lethem,GY,3.3803,-59.7968,76.03,85,77,5.95,broken clouds
415,Salinopolis,BR,-0.6136,-47.3561,80.71,76,100,13.42,overcast clouds
416,Makakilo City,US,21.3469,-158.0858,70.12,92,100,8.05,light rain
417,Tungor,RU,53.3808,142.9564,40.89,71,90,11.39,overcast clouds
418,Urusha,RU,54.05,122.9,39.07,65,65,2.8,light rain
419,Novichikha,RU,52.204,81.3877,41.02,88,100,20.69,overcast clouds
420,Tabalosos,PE,-6.35,-76.6833,63.59,98,70,2.91,broken clouds
421,Kushiro,JP,42.975,144.3747,55.24,58,6,12.5,clear sky
422,San Jose,US,37.3394,-121.895,75.45,39,0,1.01,clear sky
423,Sabang,ID,5.8933,95.3214,81.25,79,100,26.24,overcast clouds
424,Voyinka,UA,45.8699,33.9914,52.83,66,41,18.61,scattered clouds
425,Vynohradivka,UA,45.6812,28.5714,48.76,46,76,18.3,broken clouds
426,Te Anau,NZ,-45.4167,167.7167,48.31,83,81,2.64,broken clouds
427,Zmeinogorsk,RU,51.1567,82.195,38.84,92,100,20.94,overcast clouds
428,Zaykovo,RU,57.5613,62.7568,39.0,77,95,8.72,overcast clouds
429,Anshun,CN,26.25,105.9333,69.13,45,78,13.94,broken clouds
430,Limon,CR,10.0,-83.0333,75.06,83,99,4.23,overcast clouds
431,Ormara,PK,25.2088,64.6357,81.81,58,86,4.05,overcast clouds
432,Aripuana,BR,-9.1667,-60.6333,71.8,97,97,0.98,overcast clouds
433,Berlevag,NO,70.8578,29.0864,37.4,70,40,37.98,light rain
434,Kalabo,ZM,-14.97,22.6814,78.73,33,39,9.35,scattered clouds
435,Pochutla,MX,15.7432,-96.4661,71.82,89,100,7.05,overcast clouds
436,Brae,GB,60.3964,-1.353,45.99,70,100,14.23,overcast clouds
437,Liverpool,GB,53.4106,-2.9779,56.28,92,100,10.36,overcast clouds
438,Plouzane,FR,48.3833,-4.6167,53.92,94,20,5.75,few clouds
439,Mwense,ZM,-10.3845,28.698,79.59,28,100,8.25,overcast clouds
440,Kabo,CF,7.6994,18.629,73.76,89,100,2.39,overcast clouds
441,Tigil,RU,57.8,158.6667,23.67,87,99,9.22,light snow
442,Krasnoselkup,RU,65.7,82.4667,37.11,98,100,17.9,light rain
443,Maceio,BR,-9.6658,-35.7353,71.04,94,20,4.61,few clouds
444,Kalmunai,LK,7.4167,81.8167,85.55,62,96,1.23,overcast clouds
445,Yurgamysh,RU,55.3714,64.4656,43.11,78,100,10.04,overcast clouds
446,Eqbaliyeh,IR,35.3022,51.5358,72.14,34,37,5.21,scattered clouds
447,North Myrtle Beach,US,33.816,-78.68,44.65,88,0,0.0,clear sky
448,Looc,PH,12.2605,121.9926,80.62,81,98,0.94,overcast clouds
449,Westport,US,41.1415,-73.3579,49.08,67,0,13.8,clear sky
450,Novovorontsovka,UA,47.5004,33.9175,42.62,87,100,22.3,light rain
451,Katobu,ID,-4.9408,122.5276,92.77,47,83,4.03,broken clouds
452,Verkhnevilyuysk,RU,63.4453,120.3167,27.36,88,95,5.86,overcast clouds
453,Montataire,FR,49.2561,2.4389,62.26,91,100,6.6,overcast clouds
454,Paita,PE,-5.0892,-81.1144,61.16,84,99,11.88,overcast clouds
455,San Cristobal,VE,7.7669,-72.225,66.25,98,100,1.77,overcast clouds
456,Montlucon,FR,46.3333,2.6,61.7,87,100,4.5,overcast clouds
457,Pajan,EC,-1.5667,-80.4167,70.74,84,100,2.98,overcast clouds
458,Kinsale,IE,51.7075,-8.5306,57.24,100,75,14.97,mist
459,Mount Gambier,AU,-37.8333,140.7667,71.37,62,6,8.79,clear sky
460,Mozarlandia,BR,-14.7447,-50.5706,83.01,34,64,4.05,broken clouds
461,Son La,VN,21.3167,103.9,58.23,99,100,0.72,overcast clouds
462,Asau,RO,46.4333,26.4,43.72,81,92,3.71,overcast clouds
463,Aklavik,CA,68.2191,-135.0107,25.43,96,100,4.92,light snow
464,Livingstonia,MW,-10.606,34.1063,69.6,49,87,7.25,overcast clouds
465,Necochea,AR,-38.5473,-58.7368,57.76,90,100,12.17,overcast clouds
466,Rybachiy,RU,48.7073,44.7449,48.06,54,100,5.84,overcast clouds
467,Aasiaat,GL,68.7098,-52.8699,22.69,75,78,2.19,broken clouds
468,Laguna,US,38.421,-121.4238,72.95,57,0,5.75,clear sky
469,Bereda,ES,43.2686,-7.5406,56.41,78,6,10.16,clear sky
470,Lavumisa,SZ,-27.31,31.892,76.53,63,62,6.58,broken clouds
471,Vila Velha,BR,-20.3297,-40.2925,69.94,98,75,3.44,broken clouds
472,Dzaoudzi,YT,-12.7887,45.2699,84.09,61,20,4.61,few clouds
473,Jalingo,NG,8.8833,11.3667,74.12,92,99,2.26,overcast clouds
474,Feicheng,CN,35.2606,117.9675,67.51,34,78,11.48,broken clouds
475,Axim,GH,4.8699,-2.2405,76.62,88,43,6.55,light rain
476,Mahanoro,MG,-19.9,48.8,77.38,58,25,4.36,scattered clouds
477,Mayo,US,38.8876,-76.5119,47.95,83,0,0.0,clear sky
478,Cheremukhovo,RU,60.3484,59.9851,37.35,66,66,7.23,broken clouds
479,Okato,NZ,-39.2,173.8833,57.18,91,90,7.0,overcast clouds
480,Aksu,CN,41.1231,80.2644,65.5,16,100,3.94,overcast clouds
481,Sioux Lookout,CA,50.1001,-91.917,28.47,86,40,6.91,scattered clouds
482,Pangkalanbuun,ID,-2.6833,111.6167,91.71,53,93,1.45,overcast clouds
483,General Roca,AR,-39.0333,-67.5833,63.63,22,79,28.74,broken clouds
484,Faya,SA,18.3851,42.4509,66.72,20,0,5.12,clear sky
485,Derzhavinsk,KZ,51.1,66.3167,52.41,58,100,23.55,overcast clouds
486,Najran,SA,17.4924,44.1277,75.25,16,0,7.02,clear sky
487,Mecca,SA,21.4267,39.8261,87.42,32,0,0.54,clear sky
488,Avera,US,33.194,-82.5271,39.9,53,0,6.46,clear sky
489,Venta,LT,56.2,22.7,42.82,76,81,6.2,broken clouds
490,Progreso,MX,21.2833,-89.6667,74.1,78,100,14.43,overcast clouds
491,Russell,US,32.3502,-85.1999,44.01,93,0,0.0,clear sky
492,Ambovombe,MG,-25.1667,46.0833,78.91,58,2,10.07,clear sky
493,Celestun,MX,20.8667,-90.4,75.4,80,94,13.6,overcast clouds
494,Taoudenni,ML,22.6783,-3.9836,79.66,18,63,13.44,broken clouds
495,Zyryanka,RU,65.75,150.85,13.08,84,100,13.2,overcast clouds
496,Ratnagiri,IN,16.9833,73.3,84.51,70,25,3.69,scattered clouds
497,Zaraza,VE,9.3503,-65.3245,73.15,97,53,4.41,broken clouds
498,Koulamoutou,GA,-1.1303,12.4736,71.76,99,99,0.58,light rain
499,Ulaanbaatar,MN,47.9077,106.8832,39.33,70,75,6.71,broken clouds
500,Sola,VU,-13.8833,167.55,81.18,77,51,14.32,broken clouds
501,Qostanay,KZ,53.1667,63.5833,41.29,93,75,2.24,broken clouds
502,Lake City,US,30.1897,-82.6393,37.45,100,0,0.0,clear sky
503,Heishan,CN,41.6892,122.1128,66.2,41,98,21.07,overcast clouds
504,Tezu,IN,27.9167,96.1667,83.89,47,1,3.53,clear sky
505,Kamenka,RU,51.3223,42.7678,47.55,80,100,10.74,overcast clouds
506,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,88,20,8.05,few clouds
507,Two Hills,CA,53.7169,-111.7518,61.29,36,87,10.36,overcast clouds
508,Kholodnyy,RU,62.7167,147.95,0.68,90,31,1.52,scattered clouds
509,Storslett,NO,69.7678,21.0247,37.4,87,75,10.36,broken clouds
510,Grand Gaube,MU,-20.0064,57.6608,77.4,55,65,8.99,broken clouds
511,Chadiza,ZM,-14.0678,32.4392,77.04,41,23,8.48,few clouds
512,Jumla,NP,29.2747,82.1838,59.7,38,4,6.2,clear sky
513,Tyret Pervaya,RU,53.6703,102.3106,41.14,63,97,2.04,overcast clouds
514,Yelan-Koleno,RU,51.1523,41.2306,48.24,79,100,8.66,overcast clouds
515,Zvishavane,ZW,-20.3267,30.0665,72.57,48,0,9.15,clear sky
516,Sungaipenuh,ID,-2.0833,101.3833,75.29,64,96,5.1,heavy intensity rain
517,Channel-Port Aux Basques,CA,47.5702,-59.1367,55.17,97,100,28.05,light rain
518,Dum Duma,IN,27.5667,95.5667,81.59,65,17,0.65,few clouds
519,Tutoia,BR,-2.7619,-42.2744,78.89,83,25,14.12,scattered clouds
520,Adana,TR,36.985,35.2881,73.92,73,75,5.75,broken clouds
521,Melfi,IT,40.9965,15.6514,57.9,72,0,3.24,clear sky
522,Ati,TD,13.2154,18.3353,83.35,22,72,8.84,broken clouds
523,Poykovskiy,RU,61.2333,73.3333,39.49,100,75,6.71,broken clouds
524,Lahij,YE,13.1667,44.5833,80.96,51,0,7.43,clear sky
525,Buraydah,SA,26.326,43.975,84.04,11,3,9.62,clear sky
526,Solnechnyy,RU,50.7214,136.6319,47.07,48,72,7.11,broken clouds
527,Juneau,US,58.3019,-134.4197,49.21,97,100,13.8,light rain
528,Sosnovo-Ozerskoye,RU,52.5249,111.5418,39.85,40,86,3.94,overcast clouds
529,Vao,NC,-22.6667,167.4833,71.24,69,69,18.43,broken clouds
530,Tecpan,GT,14.7623,-90.9947,56.89,97,100,4.12,overcast clouds
531,Linxia,CN,35.6003,103.2064,56.39,63,95,4.47,overcast clouds
532,Muisne,EC,0.6,-80.0333,73.85,85,100,9.17,overcast clouds
533,Fort Saint James,CA,54.4333,-124.25,52.11,39,100,12.44,overcast clouds
534,Morondava,MG,-20.2833,44.2833,81.07,68,1,3.15,clear sky
535,Sinnamary,GF,5.3833,-52.95,78.13,86,37,7.61,scattered clouds
536,Camacha,PT,33.0833,-16.3333,67.42,94,40,6.91,mist
537,Paamiut,GL,61.994,-49.6678,28.54,50,18,16.17,few clouds
538,Manassas,US,38.751,-77.4753,43.41,83,0,0.0,clear sky
539,Dourdan,FR,48.5277,2.0111,61.43,92,100,5.79,overcast clouds
540,Jimma,ET,7.6667,36.8333,67.37,74,50,1.45,scattered clouds
541,Chengde,CN,40.9725,117.9361,67.12,23,100,5.06,overcast clouds
542,Hachioji,JP,35.6558,139.3239,71.73,30,0,6.91,clear sky
543,Marsa Matruh,EG,31.3525,27.2453,70.65,61,5,3.22,clear sky
544,Khandbari,NP,27.3747,87.2039,74.43,47,0,4.56,clear sky
545,Monrovia,LR,6.3005,-10.7969,73.17,90,100,6.06,moderate rain
546,Severo-Kurilsk,RU,50.6789,156.125,43.07,76,57,25.37,light rain
547,Oranjestad,AW,12.524,-70.027,82.9,82,20,12.66,few clouds
548,Marquette,US,46.5333,-87.6335,36.68,75,99,6.93,overcast clouds
549,Kenora,CA,49.8167,-94.4337,38.37,60,0,6.91,clear sky
550,Neuquen,AR,-38.9516,-68.0591,60.69,33,0,11.5,clear sky
551,Wuda,CN,39.4994,106.7117,65.12,41,100,7.67,overcast clouds
552,Coulommiers,FR,48.8145,3.085,61.38,92,100,6.26,overcast clouds
553,Strezhevoy,RU,60.7333,77.5889,38.5,97,100,9.35,light rain
554,Nova Odesa,UA,47.3078,31.7851,43.86,62,86,20.58,overcast clouds
555,Ozinki,RU,51.1786,49.6769,52.27,53,100,0.34,overcast clouds
556,Mantua,IT,45.1667,10.7833,61.84,87,84,5.37,broken clouds
557,Bandarbeyla,SO,9.4942,50.8122,84.0,66,39,14.88,scattered clouds
558,Jalu,LY,29.0331,21.5482,70.39,54,76,6.31,broken clouds
559,Khani,GE,41.9563,42.9566,51.37,79,83,1.92,broken clouds
560,Kudahuvadhoo,MV,2.6708,72.8944,81.91,76,85,13.56,overcast clouds
561,Capinzal,BR,-27.3436,-51.6119,64.0,99,100,2.84,light rain
562,Rocha,UY,-34.4833,-54.3333,58.46,96,90,8.28,overcast clouds
563,Yanam,IN,16.7333,82.2167,83.53,75,38,7.25,scattered clouds
564,Maldonado,UY,-34.6667,-54.9167,61.99,96,98,11.48,overcast clouds
565,Voh,NC,-20.9667,164.7,75.79,70,71,6.67,broken clouds
566,Paralimni,CY,35.0375,33.9833,75.15,84,11,11.01,few clouds
567,Port Macquarie,AU,-31.4333,152.9167,64.89,83,90,16.46,light rain
568,Patacamaya,BO,-17.2333,-67.9167,43.12,16,47,5.97,scattered clouds
569,Urubicha,BO,-15.3833,-62.95,70.95,91,72,2.71,broken clouds
570,Pitea,SE,65.3172,21.4794,30.29,90,28,2.51,scattered clouds
571,Banjar,ID,-8.19,114.9675,83.41,81,100,3.94,overcast clouds
572,Pudozh,RU,61.8099,36.5345,38.23,84,100,7.56,overcast clouds
573,Weligama,LK,5.9667,80.4167,81.3,79,100,13.47,overcast clouds
574,Merauke,ID,-8.4667,140.3333,83.25,73,84,6.42,broken clouds
575,Luhyny,UA,51.082,28.4006,36.3,82,72,15.93,broken clouds
576,Dongsheng,CN,39.8161,109.9776,57.92,45,99,20.27,overcast clouds
577,Ajaccio,FR,42.0,8.9167,55.45,88,0,6.91,clear sky
578,Kenai,US,60.5544,-151.2583,44.1,76,75,9.22,broken clouds
579,Half Moon Bay,US,37.4636,-122.4286,74.44,60,0,10.36,clear sky
580,Olafsvik,IS,64.8945,-23.7142,43.7,82,88,18.86,overcast clouds
581,Caravelas,BR,-17.7125,-39.2481,71.29,83,48,5.5,scattered clouds
582,Kutum,SD,14.2,24.6667,74.98,23,21,11.5,few clouds
583,Ilulissat,GL,69.2167,-51.1,21.22,86,75,6.91,broken clouds
584,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,3.44,overcast clouds
585,Batesville,US,35.7698,-91.641,39.61,71,0,3.44,clear sky
586,Acari,PE,-15.4311,-74.6158,63.66,76,80,3.62,broken clouds
587,Homer,US,59.6425,-151.5483,46.8,66,100,11.01,light rain
588,Intibuca,HN,14.3167,-88.1667,57.09,97,94,3.18,overcast clouds
589,Wanning,CN,18.8003,110.3967,76.51,92,99,3.31,overcast clouds
590,Rio Bueno,CL,-40.3167,-72.9667,51.94,96,76,5.86,moderate rain
591,Bhag,PK,29.0415,67.8239,89.96,16,0,2.86,clear sky
592,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,39,20,8.01,few clouds
593,Prince Rupert,CA,54.3161,-130.3201,53.29,86,100,12.66,light rain
594,Ostrovnoy,RU,68.0531,39.5131,36.72,59,100,31.88,light rain
595,Srednekolymsk,RU,67.45,153.6833,16.39,92,100,20.74,light snow
596,Itoman,JP,26.1247,127.6694,80.98,61,20,23.02,few clouds
597,Casper,US,42.8666,-106.3131,34.39,47,0,4.61,clear sky
598,Kautokeino,NO,69.0125,23.0412,32.88,81,78,9.26,broken clouds
599,Ust-Maya,RU,60.4167,134.5333,27.19,85,100,8.01,overcast clouds
600,Ballina,AU,-28.8667,153.5667,72.01,90,97,11.65,overcast clouds
601,Mairi,BR,-11.7114,-40.1489,63.99,90,0,4.21,clear sky
602,Tak Bai,TH,6.2595,102.0546,91.08,71,100,4.74,overcast clouds
603,Hue,VN,16.4667,107.6,73.51,83,75,3.44,broken clouds
604,Calvia,ES,39.5657,2.5062,67.41,73,100,9.06,overcast clouds
605,Porto Santo,PT,33.072,-16.3415,70.18,94,40,6.91,mist
606,San Mateo Del Mar,MX,16.2,-95.0,77.07,72,100,36.15,overcast clouds
607,Birmitrapur,IN,22.4,84.7667,82.42,53,0,5.84,clear sky
608,Sai Buri,TH,6.7013,101.6168,85.71,76,100,4.85,overcast clouds
609,Chimbote,PE,-9.0853,-78.5783,59.2,90,92,5.46,overcast clouds
610,Botou,CN,38.0667,116.5667,70.16,23,68,13.09,broken clouds
611,Ridgecrest,US,35.6225,-117.6709,70.43,23,40,8.05,scattered clouds
612,Hualmay,PE,-11.0964,-77.6139,60.22,86,76,10.13,broken clouds
613,Saint Anthony,US,45.0205,-93.218,40.14,47,0,3.44,clear sky
614,Tazovskiy,RU,67.4667,78.7,35.42,95,100,16.84,light rain
615,Tayu,ID,-6.5397,111.0518,84.69,69,100,3.4,heavy intensity rain
616,Dzhebariki-Khaya,RU,62.2167,135.8,21.76,94,100,1.43,light snow
617,Ayan,RU,56.45,138.1667,39.51,52,96,18.05,overcast clouds
618,Korla,CN,41.7597,86.1469,62.22,27,100,9.62,overcast clouds
619,Kilindoni,TZ,-7.9139,39.6668,77.72,67,45,12.28,scattered clouds
620,Zhangye,CN,38.9342,100.4517,63.77,11,83,6.46,broken clouds
621,Ust-Kan,RU,50.9276,84.761,38.64,55,100,15.57,light rain
622,Xapuri,BR,-10.6517,-68.5044,75.16,74,34,2.35,scattered clouds
623,Bam,IR,29.106,58.357,79.93,16,4,7.14,clear sky
624,Esterhazy,CA,50.65,-102.0843,32.85,62,39,6.02,scattered clouds
625,Moussoro,TD,13.6408,16.4901,82.15,23,22,9.46,few clouds
626,La Cruz,MX,23.9167,-106.9,75.34,83,3,4.61,clear sky
627,Ketchikan,US,55.3422,-131.6461,49.98,87,100,0.0,overcast clouds
628,Mishan,CN,45.55,131.8833,58.84,31,23,12.62,few clouds
629,Belyy Yar,RU,53.6039,91.3903,44.49,57,0,6.71,clear sky
630,Lae,PG,-6.7221,146.9847,92.07,64,51,6.82,broken clouds
631,Jammalamadugu,IN,14.8333,78.4,87.73,54,50,9.17,scattered clouds
632,Rapar,IN,23.5667,70.6333,88.43,28,55,2.04,broken clouds
633,San Quintin,MX,30.4833,-115.95,71.91,65,56,3.22,broken clouds
634,Sorland,NO,67.667,12.6934,44.46,81,75,9.22,broken clouds
635,Moanda,GA,-1.5575,13.2178,71.91,97,100,1.45,overcast clouds
636,Martapura,ID,-3.4167,114.85,91.49,58,40,3.44,scattered clouds
637,Camana,PE,-16.6228,-72.7111,60.48,87,85,8.28,overcast clouds
638,Rajauri,IN,33.3833,74.3,72.9,40,97,3.94,overcast clouds
639,Khudumelapye,BW,-23.8833,24.75,72.28,42,90,12.68,overcast clouds
640,Moissala,TD,8.3404,17.7663,74.26,88,96,1.9,overcast clouds
641,Quelimane,MZ,-17.8786,36.8883,80.55,78,40,4.61,scattered clouds
642,La Palma,US,33.8464,-118.0467,82.18,47,0,0.0,clear sky
643,Nantucket,US,41.2835,-70.0995,53.71,68,100,5.75,overcast clouds
644,Hamada,JP,34.8833,132.0833,65.12,56,0,8.01,clear sky
645,Tautira,PF,-17.7333,-149.15,77.29,79,7,11.36,light rain
646,Quatre Cocos,MU,-20.2078,57.7625,77.11,62,38,9.57,scattered clouds
647,Santa Barbara,US,34.7333,-120.0343,65.35,52,0,4.61,clear sky
648,Galle,LK,6.0367,80.217,80.01,84,100,13.58,overcast clouds
649,Salvador,SV,13.8333,-88.9167,70.05,98,99,2.13,overcast clouds
650,Semirom,IR,31.4167,51.5667,60.66,22,2,2.64,clear sky
651,San Rafael,AR,-34.6177,-68.3301,60.48,61,54,3.51,broken clouds
652,Sayyan,YE,15.1718,44.3244,60.46,21,16,6.42,few clouds
653,Diamantino,BR,-14.4086,-56.4461,76.55,65,55,2.93,broken clouds
654,Ixtapa,MX,20.7,-105.2,80.22,83,100,2.48,overcast clouds
655,Vanavara,RU,60.34,102.2797,35.94,62,89,5.75,overcast clouds
656,Carros,FR,43.7894,7.184,63.77,76,0,10.36,clear sky
657,Matara,LK,5.9485,80.5353,82.54,74,100,13.69,overcast clouds
658,Adrar,MR,20.5022,-10.0711,80.98,16,64,7.4,broken clouds
659,Yuksekova,TR,37.5736,44.2872,67.75,19,75,13.8,broken clouds
660,Clarksdale,US,34.2001,-90.5709,40.91,69,20,0.0,few clouds
661,Schruns,AT,47.0709,9.9475,53.6,100,99,8.19,overcast clouds
662,Ternate,ID,0.8,127.4,86.0,67,100,5.95,overcast clouds
663,Stekene,BE,51.2148,4.0335,54.03,93,100,9.46,overcast clouds
664,Pokosnoye,RU,55.5258,101.0536,36.93,70,95,5.84,overcast clouds
